instanceType,memoryPerInstance-GiB,vCpuPerInstance,gPuPerInstance,gPuType,gPuMemory-GiB,cPuType,cPuClockSpeed
i8g.24xlarge,768,96,0,,0,AWS Graviton4 Processor,2.7 GHz
i8g.metal-24xl,768,96,0,,0,AWS Graviton4 Processor,2.7 GHz
m6a.48xlarge,768,192,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
m6a.metal,768,192,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
r6in.24xlarge,768,96,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c7i.48xlarge,384,192,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
c7i.metal-48xl,384,192,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
m8g.metal-48xl,768,192,0,,0,AWS Graviton4 Processor,2.7 GHz
m8g.48xlarge,768,192,0,,0,AWS Graviton4 Processor,2.7 GHz
m6in.metal,512,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m6in.32xlarge,512,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
i7ie.18xlarge,576,72,0,,0,Intel Xeon Scalable (Emerald Rapids),4 GHz
r6idn.24xlarge,768,96,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
x8g.metal-24xl,1536,96,0,,0,AWS Graviton4 Processor,2.7 GHz
x8g.24xlarge,1536,96,0,,0,AWS Graviton4 Processor,2.7 GHz
r6id.32xlarge,1024,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r6id.metal,1024,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m7i.metal-48xl,768,192,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
m7i.48xlarge,768,192,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
r7a.32xlarge,1024,128,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
c7a.metal-48xl,384,192,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
c7a.48xlarge,384,192,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
x2idn.24xlarge,1536,96,0,,0,Intel Xeon Scalable (Icelake),3.5 GHz
x2iezn.12xlarge,1536,48,0,,0,Intel Xeon Platinum 8252,4.5 GHz
x2iezn.metal,1536,48,0,,0,Intel Xeon Platinum 8252,4.5 GHz
m6idn.metal,512,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m6idn.32xlarge,512,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
g6e.12xlarge,384,48,4,,0,AMD EPYC 7R13 Processor,2.6 GHz
i3en.24xlarge,768,96,0,,0,Intel Xeon Platinum 8175,3.1 GHz
i3en.metal,768,96,0,,0,Intel Xeon Platinum 8175,3.1 GHz
r6a.48xlarge,1536,192,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
r6a.metal,1536,192,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
i4i.metal,1024,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
i4i.32xlarge,1024,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m7a.48xlarge,768,192,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
m7a.metal-48xl,768,192,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
r6in.metal,1024,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r6in.32xlarge,1024,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r8g.metal-48xl,1536,192,0,,0,AWS Graviton4 Processor,2.7 GHz
r8g.48xlarge,1536,192,0,,0,AWS Graviton4 Processor,2.7 GHz
r7iz.32xlarge,1024,128,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.9 GHz
r7iz.metal-32xl,1024,128,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.9 GHz
p3.8xlarge,244,32,4,NVIDIA Tesla V100,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
i7ie.24xlarge,768,96,0,,0,Intel Xeon Scalable (Emerald Rapids),4 GHz
r6idn.metal,1024,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r6idn.32xlarge,1024,128,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r7i.48xlarge,1536,192,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
r7i.metal-48xl,1536,192,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
inf2.48xlarge,768,192,12,AWS Inferentia2,384,AMD EPYC 7R13 Processor,2.95 GHz
dl1.24xlarge,768,96,0,,0,Intel Xeon Platinum 8275L,3 GHz
f1.16xlarge,976,64,0,,0,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
x2idn.metal,2048,128,0,,0,Intel Xeon Scalable (Icelake),3.5 GHz
x2iedn.16xlarge,2048,64,0,,0,Intel Xeon Scalable (Icelake),3.5 GHz
x1.32xlarge,1952,128,0,,0,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz
x2idn.32xlarge,2048,128,0,,0,Intel Xeon Scalable (Icelake),3.5 GHz
x1e.16xlarge,1952,64,0,,0,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz
g6.48xlarge,768,192,8,NVIDIA L4,192,AMD EPYC 7R13 Processor,2.6 GHz
p2.16xlarge,732,64,8,NVIDIA Tesla K80,192,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
r7a.48xlarge,1536,192,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
r7a.metal-48xl,1536,192,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
g6e.24xlarge,768,96,4,,0,AMD EPYC 7R13 Processor,2.6 GHz
f2.48xlarge,2048,192,0,,0,AMD EPYC 7R13 Processor,2.95 GHz
g5.48xlarge,768,192,8,NVIDIA A10G,192,AMD EPYC 7R32,2.8 GHz
i8g.48xlarge,1536,192,0,,0,AWS Graviton4 Processor,2.7 GHz
x8g.48xlarge,3072,192,0,,0,AWS Graviton4 Processor,2.7 GHz
x8g.metal-48xl,3072,192,0,,0,AWS Graviton4 Processor,2.7 GHz
x2iedn.24xlarge,3072,96,0,,0,Intel Xeon Scalable (Icelake),3.5 GHz
trn1.32xlarge,512,128,16,AWS Inferentia,512,Intel Xeon Scalable (Icelake),Up to 3.5 GHz
p3.16xlarge,488,64,8,NVIDIA Tesla V100,128,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
trn1n.32xlarge,512,128,16,AWS Inferentia,512,Intel Xeon Scalable (Icelake),3.5 GHz
i7ie.48xlarge,1536,192,0,,0,Intel Xeon Scalable (Emerald Rapids),4 GHz
x2iedn.32xlarge,4096,128,0,,0,Intel Xeon Scalable (Icelake),3.5 GHz
x2iedn.metal,4096,128,0,,0,Intel Xeon Scalable (Icelake),3.5 GHz
x1e.32xlarge,3904,128,0,,0,High Frequency Intel Xeon E7-8880 v3 (Haswell),2.3 GHz
u-3tb1.56xlarge,3072,224,0,,0,Intel Xeon Scalable (Skylake),2.1 GHz
g6e.48xlarge,1536,192,8,,0,AMD EPYC 7R13 Processor,2.6 GHz
p3dn.24xlarge,768,96,8,NVIDIA Tesla V100,256,Intel Xeon Platinum 8175 (Skylake),2.5 GHz
p4d.24xlarge,1152,96,8,NVIDIA A100,320,Intel Xeon Platinum 8275L,3 GHz
p4de.24xlarge,1152,96,8,NVIDIA A100,640,Intel Xeon Platinum 8275L,3 GHz
u-6tb1.56xlarge,6144,224,0,,0,Intel Xeon Scalable (Skylake),unknown
u-6tb1.112xlarge,6144,448,0,,0,Intel Xeon Scalable (Skylake),unknown
u7i-6tb.112xlarge,6144,448,0,,0,Intel Xeon Scalable (Sapphire Rapids),2.9 GHz
u-9tb1.112xlarge,9216,448,0,,0,Intel Xeon Scalable (Skylake),unknown
u7i-8tb.112xlarge,8192,448,0,,0,Intel Xeon Scalable (Sapphire Rapids),2.9 GHz
p5en.48xlarge,2048,192,8,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
p5.48xlarge,2048,192,8,NVIDIA H100,640,AMD EPYC 7R13 Processor,2.95 GHz
u-12tb1.112xlarge,12288,448,0,,0,Intel Xeon Scalable (Skylake),unknown
u7i-12tb.224xlarge,12288,896,0,,0,Intel Xeon Scalable (Sapphire Rapids),2.9 GHz
u-18tb1.112xlarge,18432,448,0,,0,Intel Xeon Platinum 8280L (Cascade Lake),unknown
u7in-16tb.224xlarge,16384,896,0,,0,Intel Xeon Scalable (Sapphire Rapids),2.9 GHz
u-24tb1.112xlarge,24576,448,0,,0,Intel Xeon Platinum 8280L (Cascade Lake),unknown
u7in-24tb.224xlarge,24576,896,0,,0,Intel Xeon Scalable (Sapphire Rapids),2.9 GHz
u7in-32tb.224xlarge,32768,896,0,,0,Intel Xeon Scalable (Sapphire Rapids),2.9 GHz
hpc7a.96xlarge,768,192,0,,0,AMD EPYC 9R14 Processor,3.7 GHz
hpc7a.24xlarge,768,48,0,,0,AMD EPYC 9R14 Processor,3.7 GHz
p5e.48xlarge,2048,192,8,,0,AMD EPYC 7R13 Processor,2.95 GHz
u-12tb1.metal,12288,448,0,,0,Intel Xeon Scalable (Skylake),unknown
hpc6id.32xlarge,1024,64,0,,0,Intel Xeon Scalable (Icelake),3.5 GHz
hpc7a.12xlarge,768,24,0,,0,AMD EPYC 9R14 Processor,3.7 GHz
hpc6a.48xlarge,384,96,0,,0,AMD EPYC 7R13 Processor,2.95 GHz
hpc7a.48xlarge,768,96,0,,0,AMD EPYC 9R14 Processor,3.7 GHz
trn2.48xlarge,2048,192,1,,0,Intel Xeon Scalable (Sapphire Rapids),Up to 3.9 GHz
u-9tb1.metal,9216,448,0,,0,Intel Xeon Scalable (Skylake),unknown
u-6tb1.metal,6144,448,0,,0,Intel Xeon Scalable (Skylake),unknown
i2.large,15,2,0,,0,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz
mac1.metal,32,12,0,,0,Intel Core i7-8700B CPU,3.2 GHz
mac2-m2.metal,24,8,0,,0,Apple M2 Chip,3.49 GHz
mac2.metal,16,8,0,,0,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",3.2 GHz
mac2-m2pro.metal,32,12,0,,0,Apple M2 Pro,3.5 GHz
u-18tb1.metal,18432,448,0,,0,Intel Xeon Platinum 8280L (Cascade Lake),unknown
mac2-m1ultra.metal,128,20,0,,0,Apple silicon M1 Ultra,3.2 GHz
u-24tb1.metal,24576,448,0,,0,Intel Xeon Platinum 8280L (Cascade Lake),unknown
hs1.8xlarge,117,16,0,,0,Intel Xeon E5-2650,2 GHz
cc2.8xlarge,60.5,32,0,,0,Intel Xeon E5-2670,2.6 GHz
db.t4g.micro,1,2,,,,,
db.t3.micro,1,2,,,,,
db.t2.micro,1,1,,,,,
db.t1.micro,0.613,1,,,,,
db.t4g.small,2,2,,,,,
db.t3.small,2,2,,,,,
db.t2.small,2,1,,,,,
db.m1.small,1.7,1,,,,,
db.t4g.medium,4,2,,,,,
db.t3.medium,4,2,,,,,
db.t2.medium,4,2,,,,,
db.m3.medium,3.75,1,,,,,
db.m1.medium,3.75,1,,,,,
db.t4g.large,8,2,,,,,
db.t2.large,8,2,,,,,
db.t3.large,8,2,,,,,
db.m6g.large,8,2,,,,,
db.m8g.large,8,2,,,,,
db.m7g.large,8,2,,,,,
db.m6i.large,8,2,,,,,
db.m5.large,8,2,,,,,
db.m7i.large,8,2,,,,,
db.m4.large,8,2,,,,,
db.m6gd.large,8,2,,,,,
db.m3.large,7.5,2,,,,,
db.m5d.large,8,2,,,,,
db.m6id.large,8,2,,,,,
db.r6g.large,16,2,,,,,
db.r7g.large,16,2,,,,,
db.r8g.large,16,2,,,,,
db.m1.large,7.5,2,,,,,
db.r5.large,16,2,,,,,
db.r4.large,15.25,2,,,,,
db.r3.large,15.25,2,,,,,
db.r6i.large,16,2,,,,,
db.r7i.large,16,2,,,,,
db.r6gd.large,16,2,,,,,
db.t4g.xlarge,16,4,,,,,
db.m6in.large,8,2,,,,,
db.r5d.large,16,2,,,,,
db.t3.xlarge,16,4,,,,,
db.t2.xlarge,16,4,,,,,
db.m6idn.large,8,2,,,,,
db.r5b.large,16,2,,,,,
db.r6id.large,16,2,,,,,
db.m6g.xlarge,16,4,,,,,
db.x2g.large,32,2,,,,,
db.m8g.xlarge,16,4,,,,,
db.m7g.xlarge,16,4,,,,,
db.m2.xlarge,17.1,2,,,,,
db.r6in.large,16,2,,,,,
db.m6i.xlarge,16,4,,,,,
db.m7i.xlarge,16,4,,,,,
db.m5.xlarge,16,4,,,,,
db.m4.xlarge,16,4,,,,,
db.m6gd.xlarge,16,4,,,,,
db.r6idn.large,16,2,,,,,
db.m3.xlarge,15,4,,,,,
db.m5d.xlarge,16,4,,,,,
db.m6id.xlarge,16,4,,,,,
db.r6g.xlarge,32,4,,,,,
db.r7g.xlarge,32,4,,,,,
db.r8g.xlarge,32,4,,,,,
db.m1.xlarge,15,4,,,,,
db.r5.xlarge,32,4,,,,,
db.r6i.xlarge,32,4,,,,,
db.r4.xlarge,30.5,4,,,,,
db.r7i.xlarge,32,4,,,,,
db.r3.xlarge,30.5,4,,,,,
db.r6gd.xlarge,32,4,,,,,
db.m6in.xlarge,16,4,,,,,
db.t4g.2xlarge,32,8,,,,,
db.r5d.xlarge,32,4,,,,,
db.t3.2xlarge,32,8,,,,,
db.t2.2xlarge,32,8,,,,,
db.m6idn.xlarge,16,4,,,,,
db.r5b.xlarge,32,4,,,,,
db.r6id.xlarge,32,4,,,,,
db.m6g.2xlarge,32,8,,,,,
db.x2g.xlarge,64,4,,,,,
db.m8g.2xlarge,32,8,,,,,
db.m7g.2xlarge,32,8,,,,,
db.m2.2xlarge,34.2,4,,,,,
db.r6in.xlarge,32,4,,,,,
db.m6i.2xlarge,32,8,,,,,
db.m5.2xlarge,32,8,,,,,
db.m7i.2xlarge,32,8,,,,,
db.m4.2xlarge,32,8,,,,,
db.m6gd.2xlarge,32,8,,,,,
db.m3.2xlarge,30,8,,,,,
db.r6idn.xlarge,32,4,,,,,
db.m5d.2xlarge,32,8,,,,,
db.m6id.2xlarge,32,8,,,,,
db.r6g.2xlarge,64,8,,,,,
db.r7g.2xlarge,64,8,,,,,
db.r8g.2xlarge,64,8,,,,,
db.r3.2xlarge,61,8,,,,,
db.r5.2xlarge,64,8,,,,,
db.r6i.2xlarge,64,8,,,,,
db.r7i.2xlarge,64,8,,,,,
db.r4.2xlarge,61,8,,,,,
db.r6gd.2xlarge,64,8,,,,,
db.m6in.2xlarge,32,8,,,,,
db.r5d.2xlarge,64,8,,,,,
db.m6idn.2xlarge,32,8,,,,,
db.r5b.2xlarge,64,8,,,,,
db.r6id.2xlarge,64,8,,,,,
db.m6g.4xlarge,64,16,,,,,
db.x2g.2xlarge,128,8,,,,,
db.m8g.4xlarge,64,16,,,,,
db.m7g.4xlarge,64,16,,,,,
db.r6in.2xlarge,64,8,,,,,
db.m2.4xlarge,68.4,8,,,,,
db.m6i.4xlarge,64,16,,,,,
db.m5.4xlarge,64,16,,,,,
db.m7i.4xlarge,64,16,,,,,
db.m4.4xlarge,64,16,,,,,
db.m6gd.4xlarge,64,16,,,,,
db.r6idn.2xlarge,64,8,,,,,
db.m5d.4xlarge,64,16,,,,,
db.m6id.4xlarge,64,16,,,,,
db.r6g.4xlarge,128,16,,,,,
db.r8g.4xlarge,128,16,,,,,
db.r7g.4xlarge,128,16,,,,,
db.r3.4xlarge,122,16,,,,,
db.r5.4xlarge,128,16,,,,,
db.r6i.4xlarge,128,16,,,,,
db.r4.4xlarge,122,16,,,,,
db.r7i.4xlarge,128,16,,,,,
db.r6gd.4xlarge,128,16,,,,,
db.m6in.4xlarge,64,16,,,,,
db.x2iedn.xlarge,128,4,,,,,
db.r5d.4xlarge,128,16,,,,,
db.m6idn.4xlarge,64,16,,,,,
db.r5b.4xlarge,128,16,,,,,
db.r6id.4xlarge,128,16,,,,,
db.m6g.8xlarge,128,32,,,,,
db.x2g.4xlarge,256,16,,,,,
db.m8g.8xlarge,128,32,,,,,
db.m7g.8xlarge,128,32,,,,,
db.r6in.4xlarge,128,16,,,,,
db.m6i.8xlarge,128,32,,,,,
db.m5.8xlarge,128,32,,,,,
db.m7i.8xlarge,128,32,,,,,
db.m6gd.8xlarge,128,32,,,,,
db.r6idn.4xlarge,128,16,,,,,
db.m5d.8xlarge,128,32,,,,,
db.m6id.8xlarge,128,32,,,,,
db.r6g.8xlarge,256,32,,,,,
db.m4.10xlarge,160,40,,,,,
db.m6g.12xlarge,192,48,,,,,
db.r8g.8xlarge,256,32,,,,,
db.r7g.8xlarge,256,32,,,,,
db.r3.8xlarge,244,32,,,,,
db.r6i.8xlarge,256,32,,,,,
db.r5.8xlarge,256,32,,,,,
db.r7i.8xlarge,256,32,,,,,
db.r4.8xlarge,244,32,,,,,
db.m8g.12xlarge,256,48,,,,,
db.m7g.12xlarge,192,48,,,,,
db.r6gd.8xlarge,256,32,,,,,
db.m6in.8xlarge,128,32,,,,,
db.m6i.12xlarge,192,48,,,,,
db.m5.12xlarge,192,48,,,,,
db.m7i.12xlarge,192,48,,,,,
db.x2iedn.2xlarge,256,8,,,,,
db.m6gd.12xlarge,192,48,,,,,
db.r5d.8xlarge,256,32,,,,,
db.m6idn.8xlarge,128,32,,,,,
db.r5b.8xlarge,256,32,,,,,
db.r6id.8xlarge,256,32,,,,,
db.m5d.12xlarge,192,48,,,,,
db.m6g.16xlarge,256,64,,,,,
db.x2g.8xlarge,512,32,,,,,
db.m8g.16xlarge,384,64,,,,,
db.m6id.12xlarge,192,48,,,,,
db.m7g.16xlarge,256,64,,,,,
db.r6g.12xlarge,384,48,,,,,
db.r6in.8xlarge,256,32,,,,,
db.m6i.16xlarge,256,64,,,,,
db.m7i.16xlarge,256,64,,,,,
db.m5.16xlarge,256,64,,,,,
db.r8g.12xlarge,384,48,,,,,
db.r7g.12xlarge,384,48,,,,,
db.m4.16xlarge,256,64,,,,,
db.m6gd.16xlarge,256,64,,,,,
db.r6i.12xlarge,384,48,,,,,
db.r5.12xlarge,384,48,,,,,
db.r7i.12xlarge,384,48,,,,,
db.r6gd.12xlarge,384,48,,,,,
db.m6in.12xlarge,192,48,,,,,
db.r6idn.8xlarge,256,32,,,,,
db.m5d.16xlarge,256,64,,,,,
db.r5d.12xlarge,384,48,,,,,
db.m6idn.12xlarge,192,48,,,,,
db.r5b.12xlarge,384,48,,,,,
db.r6id.12xlarge,384,48,,,,,
db.m6id.16xlarge,256,64,,,,,
db.r6g.16xlarge,512,64,,,,,
db.r8g.16xlarge,512,64,,,,,
db.r7g.16xlarge,512,64,,,,,
db.x2g.12xlarge,768,48,,,,,
db.r5.16xlarge,512,64,,,,,
db.r4.16xlarge,488,64,,,,,
db.r7i.16xlarge,512,64,,,,,
db.r6i.16xlarge,512,64,,,,,
db.m8g.24xlarge,512,96,,,,,
db.r6gd.16xlarge,512,64,,,,,
db.m6in.16xlarge,256,64,,,,,
db.r6in.12xlarge,384,48,,,,,
db.m6i.24xlarge,384,96,,,,,
db.m7i.24xlarge,384,96,,,,,
db.m5.24xlarge,384,96,,,,,
db.x2iedn.4xlarge,512,16,,,,,
db.r5d.16xlarge,512,64,,,,,
db.r6idn.12xlarge,384,48,,,,,
db.m6idn.16xlarge,256,64,,,,,
db.r5b.16xlarge,512,64,,,,,
db.r6id.16xlarge,512,64,,,,,
db.m5d.24xlarge,384,96,,,,,
db.x2g.16xlarge,1024,64,,,,,
db.m6id.24xlarge,384,96,,,,,
db.r6in.16xlarge,512,64,,,,,
db.m6i.32xlarge,512,128,,,,,
db.r8g.24xlarge,768,96,,,,,
db.r7i.24xlarge,768,96,,,,,
db.r6i.24xlarge,768,96,,,,,
db.r5.24xlarge,768,96,,,,,
db.m6in.24xlarge,384,96,,,,,
db.r6idn.16xlarge,512,64,,,,,
db.r5d.24xlarge,768,96,,,,,
db.m6idn.24xlarge,384,96,,,,,
db.r5b.24xlarge,768,96,,,,,
db.r6id.24xlarge,768,96,,,,,
db.m6id.32xlarge,512,128,,,,,
db.r6i.32xlarge,1024,128,,,,,
db.m8g.48xlarge,768,192,,,,,
db.m6in.32xlarge,512,128,,,,,
db.r6in.24xlarge,768,96,,,,,
db.m7i.48xlarge,768,192,,,,,
db.x2iedn.8xlarge,1024,32,,,,,
db.r6idn.24xlarge,768,96,,,,,
db.m6idn.32xlarge,512,128,,,,,
db.r6id.32xlarge,1024,128,,,,,
db.r6in.32xlarge,1024,128,,,,,
db.r8g.48xlarge,1536,192,,,,,
db.r7i.48xlarge,1536,192,,,,,
db.r6idn.32xlarge,1024,128,,,,,
db.x2iedn.16xlarge,2048,64,,,,,
db.x2iedn.24xlarge,3072,96,,,,,
db.x2iedn.32xlarge,4096,128,,,,,
db.r6i.2xlarge.tpc2.mem8x,512,8,,,,,
db.r6i.4xlarge.tpc2.mem3x,384,16,,,,,
db.z1d.6xlarge,192,24,,,,,
db.r5.4xlarge.tpc2.mem4x,512,16,,,,,
db.r6i.8xlarge.tpc2.mem4x,1024,32,,,,,
db.r5.large.tpc1.mem2x,32,2,,,,,
db.r5.2xlarge.tpc2.mem4x,256,8,,,,,
db.r5.2xlarge.tpc2.mem8x,512,8,,,,,
db.r5b.2xlarge.tpc2.mem4x,256,8,,,,,
db.r5b.large.tpc1.mem2x,32,2,,,,,
db.x1e.2xlarge,244,8,,,,,
db.r5.xlarge.tpc2.mem2x,64,4,,,,,
db.x1.32xlarge,1952,128,,,,,
db.r6i.4xlarge.tpc2.mem2x,256,16,,,,,
db.r5.xlarge.tpc2.mem4x,128,4,,,,,
db.r5.4xlarge.tpc2.mem2x,256,16,,,,,
db.x2idn.24xlarge,1536,96,,,,,
db.z1d.2xlarge,64,8,,,,,
db.x1e.16xlarge,1952,64,,,,,
db.r5.6xlarge.tpc2.mem4x,768,24,,,,,
db.r6i.2xlarge.tpc1.mem2x,128,8,,,,,
db.z1d.12xlarge,384,48,,,,,
db.x1e.4xlarge,488,16,,,,,
db.r5b.xlarge.tpc2.mem4x,128,4,,,,,
db.z1d.xlarge,32,4,,,,,
db.r6i.xlarge.tpc2.mem2x,64,4,,,,,
db.r6i.xlarge.tpc2.mem4x,128,4,,,,,
db.r5b.4xlarge.tpc2.mem2x,256,16,,,,,
db.r5b.4xlarge.tpc2.mem3x,384,16,,,,,
db.r6i.6xlarge.tpc2.mem4x,768,24,,,,,
db.z1d.3xlarge,96,12,,,,,
db.z1d.large,16,2,,,,,
db.x2idn.32xlarge,2048,128,,,,,
db.r6i.4xlarge.tpc2.mem4x,512,16,,,,,
db.r6i.2xlarge.tpc2.mem4x,256,8,,,,,
db.r5.2xlarge.tpc1.mem2x,128,8,,,,,
db.x1e.8xlarge,976,32,,,,,
db.r5.8xlarge.tpc2.mem3x,768,32,,,,,
db.x2idn.16xlarge,1024,64,,,,,
db.x1e.32xlarge,3904,128,,,,,
db.x2iezn.4xlarge,512,16,,,,,
db.r5.4xlarge.tpc2.mem3x,384,16,,,,,
db.r6i.large.tpc1.mem2x,32,2,,,,,
db.r5b.6xlarge.tpc2.mem4x,768,24,,,,,
db.r6i.12xlarge.tpc2.mem2x,768,48,,,,,
db.r5b.2xlarge.tpc1.mem2x,128,8,,,,,
db.x2iezn.12xlarge,1536,48,,,,,
db.r6i.8xlarge.tpc2.mem3x,768,32,,,,,
db.x1e.xlarge,122,4,,,,,
db.r5b.xlarge.tpc2.mem2x,64,4,,,,,
db.r5b.4xlarge.tpc2.mem4x,512,16,,,,,
db.x1.16xlarge,976,64,,,,,
db.r5.12xlarge.tpc2.mem2x,768,48,,,,,
db.x2iezn.8xlarge,1024,32,,,,,
db.r5b.2xlarge.tpc2.mem8x,512,8,,,,,
db.r5b.8xlarge.tpc2.mem3x,768,32,,,,,
db.x2iezn.2xlarge,256,8,,,,,
db.x2iezn.6xlarge,768,24,,,,,
db.r6i.4xlarge.tpc2.mem8x,1024,16,,,,,
cache.t4g.micro,0.5,2,,,,,
cache.t3.micro,0.5,2,,,,,
cache.t2.micro,0.555,1,,,,,
cache.t1.micro,0.213,1,,,,,
cache.t4g.small,1.37,2,,,,,
cache.t3.small,1.37,2,,,,,
cache.t2.small,1.55,1,,,,,
cache.m1.small,1.3,1,,,,,
cache.t4g.medium,3.09,2,,,,,
cache.t2.medium,3.22,2,,,,,
cache.t3.medium,3.09,2,,,,,
cache.m3.medium,2.78,1,,,,,
cache.m1.medium,3.35,1,,,,,
cache.m6g.large,6.38,2,,,,,
cache.m5.large,6.38,2,,,,,
cache.m4.large,6.42,2,,,,,
cache.m7g.large,6.38,2,,,,,
cache.m3.large,6.05,2,,,,,
cache.r6g.large,13.07,2,,,,,
cache.r5.large,13.07,2,,,,,
cache.r7g.large,13.07,2,,,,,
cache.m1.large,7.1,2,,,,,
cache.r3.large,13.5,2,,,,,
cache.r4.large,12.3,2,,,,,
cache.c7gn.large,3.09,2,,,,,
cache.m6g.xlarge,12.93,4,,,,,
cache.m2.xlarge,16.7,2,,,,,
cache.m4.xlarge,14.28,4,,,,,
cache.m5.xlarge,12.93,4,,,,,
cache.m7g.xlarge,12.93,4,,,,,
cache.m3.xlarge,13.3,4,,,,,
cache.r6g.xlarge,26.32,4,,,,,
cache.r5.xlarge,26.32,4,,,,,
cache.r7g.xlarge,26.32,4,,,,,
cache.m1.xlarge,14.6,4,,,,,
cache.r4.xlarge,25.05,4,,,,,
cache.r3.xlarge,28.4,4,,,,,
cache.c7gn.xlarge,6.38,4,,,,,
cache.m6g.2xlarge,26.04,8,,,,,
cache.m2.2xlarge,33.8,4,,,,,
cache.m5.2xlarge,26.04,8,,,,,
cache.m4.2xlarge,29.7,8,,,,,
cache.m7g.2xlarge,26.04,8,,,,,
cache.c1.xlarge,6.6,8,,,,,
cache.m3.2xlarge,27.9,8,,,,,
cache.r6g.2xlarge,52.82,8,,,,,
cache.r5.2xlarge,52.82,8,,,,,
cache.r7g.2xlarge,52.82,8,,,,,
cache.r4.2xlarge,50.47,8,,,,,
cache.r3.2xlarge,58.2,8,,,,,
cache.c7gn.2xlarge,12.94,8,,,,,
cache.m6g.4xlarge,52.26,16,,,,,
cache.m2.4xlarge,68,8,,,,,
cache.m5.4xlarge,52.26,16,,,,,
cache.m4.4xlarge,60.78,16,,,,,
cache.m7g.4xlarge,52.26,16,,,,,
cache.r6g.4xlarge,105.81,16,,,,,
cache.r5.4xlarge,105.81,16,,,,,
cache.r7g.4xlarge,105.81,16,,,,,
cache.r3.4xlarge,118,16,,,,,
cache.r4.4xlarge,101.38,16,,,,,
cache.c7gn.4xlarge,26.05,16,,,,,
cache.m6g.8xlarge,103.68,32,,,,,
cache.m7g.8xlarge,103.68,32,,,,,
cache.m4.10xlarge,154.64,40,,,,,
cache.r6g.8xlarge,209.55,32,,,,,
cache.r7g.8xlarge,209.55,32,,,,,
cache.m6g.12xlarge,157.12,48,,,,,
cache.r3.8xlarge,237,32,,,,,
cache.r4.8xlarge,203.26,32,,,,,
cache.m5.12xlarge,157.12,48,,,,,
cache.m7g.12xlarge,157.12,48,,,,,
cache.c7gn.8xlarge,52.26,32,,,,,
cache.m6g.16xlarge,209.55,64,,,,,
cache.r6g.12xlarge,317.77,48,,,,,
cache.m7g.16xlarge,209.55,64,,,,,
cache.r5.12xlarge,317.77,48,,,,,
cache.r7g.12xlarge,317.77,48,,,,,
cache.c7gn.12xlarge,78.56,48,,,,,
cache.r6g.16xlarge,419.09,64,,,,,
cache.r7g.16xlarge,419.09,64,,,,,
cache.r4.16xlarge,407,64,,,,,
cache.m5.24xlarge,314.32,96,,,,,
cache.c7gn.16xlarge,105.81,64,,,,,
cache.r5.24xlarge,635.61,96,,,,,
