instanceType,memoryPerInstance-GiB,vCpuPerInstance,gPuPerInstance,gPuType,gPuMemory-GiB,cPuType,cPuClockSpeed
cache.r6gd.xlarge,26.32,4,,,,,
cache.r6gd.16xlarge,419.09,64,,,,,
cache.r6gd.12xlarge,317.77,48,,,,,
cache.r6gd.8xlarge,209.55,32,,,,,
cache.r6gd.4xlarge,105.81,16,,,,,
cache.r6gd.2xlarge,52.82,8,,,,,
dc2.large,15,2,,,,,
ra3.large,16,2,,,,,
ra3.xlplus,32,4,,,,,
ra3.4xlarge,96,12,,,,,
dc2.8xlarge,244,32,,,,,
ra3.16xlarge,384,48,,,,,
t2.micro.search,1,1,,,,,
t3.small.search,2,2,,,,,
t2.small.search,2,1,,,,,
m7g.medium.search,4,1,,,,,
t3.medium.search,4,2,,,,,
t2.medium.search,4,2,,,,,
r7g.medium.search,8,1,,,,,
m3.medium.search,3.75,1,,,,,
or2.medium.search,8,1,,,,,
or1.medium.search,8,1,,,,,
c6g.large.search,4,2,,,,,
r7gd.medium.search,8,1,,,,,
c7g.large.search,4,2,,,,,
c5.large.search,4,2,,,,,
m6g.large.search,8,2,,,,,
m7g.large.search,8,2,,,,,
m5.large.search,8,2,,,,,
c7i.large.search,4,2,,,,,
c4.large.search,3.75,2,,,,,
m4.large.search,8,2,,,,,
om2.large.search,8,2,,,,,
m7i.large.search,8,2,,,,,
r6g.large.search,16,2,,,,,
r7g.large.search,16,2,,,,,
r5.large.search,16,2,,,,,
m3.large.search,7.5,2,,,,,
r6gd.large.search,16,2,,,,,
r4.large.search,15.25,2,,,,,
or2.large.search,16,2,,,,,
or1.large.search,16,2,,,,,
r7i.large.search,16,2,,,,,
r7gd.large.search,16,2,,,,,
c6g.xlarge.search,8,4,,,,,
ultrawarm1.medium.search,15.25,2,,,,,
c7g.xlarge.search,8,4,,,,,
r3.large.search,15,2,,,,,
i4g.large.search,16,2,,,,,
i3.large.search,15.25,2,,,,,
c5.xlarge.search,8,4,,,,,
m6g.xlarge.search,16,4,,,,,
m7g.xlarge.search,16,4,,,,,
im4gn.large.search,8,2,,,,,
i4i.large.search,16,2,,,,,
m5.xlarge.search,16,4,,,,,
c7i.xlarge.search,8,4,,,,,
c4.xlarge.search,7.5,4,,,,,
m4.xlarge.search,16,4,,,,,
om2.xlarge.search,16,4,,,,,
m7i.xlarge.search,16,4,,,,,
r6g.xlarge.search,32,4,,,,,
r7g.xlarge.search,32,4,,,,,
r5.xlarge.search,32,4,,,,,
m3.xlarge.search,15,4,,,,,
r6gd.xlarge.search,32,4,,,,,
r4.xlarge.search,30.5,4,,,,,
or2.xlarge.search,32,4,,,,,
or1.xlarge.search,32,4,,,,,
r7i.xlarge.search,32,4,,,,,
c6g.2xlarge.search,16,8,,,,,
r7gd.xlarge.search,32,4,,,,,
c7g.2xlarge.search,16,8,,,,,
r3.xlarge.search,30.5,4,,,,,
i4g.xlarge.search,32,4,,,,,
i3.xlarge.search,30.5,4,,,,,
c5.2xlarge.search,16,8,,,,,
m6g.2xlarge.search,32,8,,,,,
m7g.2xlarge.search,32,8,,,,,
im4gn.xlarge.search,16,4,,,,,
i4i.xlarge.search,32,4,,,,,
m5.2xlarge.search,32,8,,,,,
c7i.2xlarge.search,16,8,,,,,
c4.2xlarge.search,15,8,,,,,
m4.2xlarge.search,32,8,,,,,
om2.2xlarge.search,32,8,,,,,
m7i.2xlarge.search,32,8,,,,,
r6g.2xlarge.search,64,8,,,,,
r7g.2xlarge.search,64,8,,,,,
r5.2xlarge.search,64,8,,,,,
m3.2xlarge.search,30,8,,,,,
r6gd.2xlarge.search,64,8,,,,,
r4.2xlarge.search,61,8,,,,,
or2.2xlarge.search,64,8,,,,,
or1.2xlarge.search,64,8,,,,,
r7i.2xlarge.search,64,8,,,,,
c6g.4xlarge.search,32,16,,,,,
r7gd.2xlarge.search,64,8,,,,,
c7g.4xlarge.search,32,16,,,,,
r3.2xlarge.search,61,8,,,,,
i4g.2xlarge.search,64,8,,,,,
i3.2xlarge.search,61,8,,,,,
c5.4xlarge.search,32,16,,,,,
m6g.4xlarge.search,64,16,,,,,
m7g.4xlarge.search,64,16,,,,,
im4gn.2xlarge.search,32,8,,,,,
i4i.2xlarge.search,64,8,,,,,
m5.4xlarge.search,64,16,,,,,
c7i.4xlarge.search,32,16,,,,,
c4.4xlarge.search,30,16,,,,,
i2.xlarge.search,30.5,4,,,,,
m4.4xlarge.search,64,16,,,,,
om2.4xlarge.search,64,16,,,,,
m7i.4xlarge.search,64,16,,,,,
r6g.4xlarge.search,128,16,,,,,
r7g.4xlarge.search,128,16,,,,,
r5.4xlarge.search,128,16,,,,,
r6gd.4xlarge.search,128,16,,,,,
r4.4xlarge.search,122,16,,,,,
or2.4xlarge.search,128,16,,,,,
or1.4xlarge.search,128,16,,,,,
r7i.4xlarge.search,128,16,,,,,
c6g.8xlarge.search,64,32,,,,,
r7gd.4xlarge.search,128,16,,,,,
c7g.8xlarge.search,64,32,,,,,
r3.4xlarge.search,122,16,,,,,
i4g.4xlarge.search,128,16,,,,,
i3.4xlarge.search,122,16,,,,,
m6g.8xlarge.search,128,32,,,,,
m7g.8xlarge.search,128,32,,,,,
im4gn.4xlarge.search,64,16,,,,,
i4i.4xlarge.search,128,16,,,,,
c5.9xlarge.search,72,36,,,,,
c7i.8xlarge.search,64,32,,,,,
c4.8xlarge.search,60,36,,,,,
i2.2xlarge.search,61,8,,,,,
om2.8xlarge.search,128,32,,,,,
m7i.8xlarge.search,128,32,,,,,
r6g.8xlarge.search,256,32,,,,,
ultrawarm1.large.search,122,16,,,,,
c6g.12xlarge.search,96,48,,,,,
r7g.8xlarge.search,256,32,,,,,
c7g.12xlarge.search,96,48,,,,,
m4.10xlarge.search,160,40,,,,,
r6gd.8xlarge.search,256,32,,,,,
m6g.12xlarge.search,192,48,,,,,
r4.8xlarge.search,244,32,,,,,
or2.8xlarge.search,256,32,,,,,
m7g.12xlarge.search,192,48,,,,,
or1.8xlarge.search,256,32,,,,,
r7i.8xlarge.search,256,32,,,,,
m5.12xlarge.search,192,48,,,,,
c7i.12xlarge.search,96,48,,,,,
r7gd.8xlarge.search,256,32,,,,,
om2.12xlarge.search,192,48,,,,,
c7g.16xlarge.search,128,64,,,,,
m7i.12xlarge.search,192,48,,,,,
r3.8xlarge.search,244,32,,,,,
i4g.8xlarge.search,256,32,,,,,
i3.8xlarge.search,244,32,,,,,
r6g.12xlarge.search,384,48,,,,,
r7g.12xlarge.search,384,48,,,,,
m7g.16xlarge.search,256,64,,,,,
im4gn.8xlarge.search,128,32,,,,,
i4i.8xlarge.search,256,32,,,,,
r5.12xlarge.search,384,48,,,,,
c5.18xlarge.search,144,72,,,,,
c7i.16xlarge.search,128,64,,,,,
r6gd.12xlarge.search,384,48,,,,,
or2.12xlarge.search,384,48,,,,,
om2.16xlarge.search,256,64,,,,,
or1.12xlarge.search,384,48,,,,,
r7i.12xlarge.search,384,48,,,,,
m7i.16xlarge.search,256,64,,,,,
r7gd.12xlarge.search,384,48,,,,,
r7g.16xlarge.search,512,64,,,,,
r6gd.16xlarge.search,512,64,,,,,
r4.16xlarge.search,488,64,,,,,
or2.16xlarge.search,512,64,,,,,
i4i.12xlarge.search,384,48,,,,,
or1.16xlarge.search,512,64,,,,,
r7i.16xlarge.search,512,64,,,,,
r7gd.16xlarge.search,512,64,,,,,
i4g.16xlarge.search,512,64,,,,,
i3.16xlarge.search,488,64,,,,,
im4gn.16xlarge.search,256,64,,,,,
i4i.16xlarge.search,512,64,,,,,
i4i.24xlarge.search,768,96,,,,,
i4i.32xlarge.search,1024,128,,,,,
Kafka.m5.large,8,2,,,,,
Kafka.m5.xlarge,16,4,,,,,
Kafka.t3.small,2,2,,,,,
